동명,설치위치,수거품목,관리기관명,관리기관전화번호,데이터기준일
대치4동,서울특별시 강남구 선릉로64길 15(대치동 923-22),"폐형광등, 폐건전지",대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 선릉로64길 15(대치동 923-22),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 도곡로 445(대치동 941-26),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 삼성로 307(대치동 941-16),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 삼성로 307(대치동 905),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 삼성로81길 22(대치동 894-5),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 삼성로75길 24(대치동 901-78),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 도곡로77길 23(대치동 928-22),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
대치4동,서울특별시 강남구 삼성로63길 32-18(대치동 928-10),폐건전지,대치4동주민센터,02-3423-8504,2022-08-24
역삼1동,서울특별시 강남구 역삼로7길 16,"폐형광등, 폐건전지",역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 봉은사로20길 14 ,"폐형광등, 폐건전지",역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,"서울특별시 강남구 역삼동739-15, 논현로79길 24","폐형광등, 폐건전지",역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 역삼로 117,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 도곡로3길 20-3,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 선릉로107길 19 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 선릉로106길 22 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 언주로103길 11 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 봉은사로44길 76 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,"서울특별시 강남구 역삼동 663-19, 충현2공원",폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 논현로94길 29-7 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 논현로97길 30 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 논현로105길 33,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,"서울특별시 강남구 역삼동 824-10, 공원",폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 역삼로19길 35 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 도곡로21길 7 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼1동,서울특별시 강남구 역삼동 635-68 ,폐건전지,역삼1동주민센터,02-3423-8606,2022-08-24
역삼2동,서울특별시 강남구 도곡로43길25,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
역삼2동,서울특별시 강남구 언주로81길39,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
역삼2동,서울특별시 강남구 언주로75길16,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
역삼2동,서울특별시 강남구 언주로69길15,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
역삼2동,서울특별시 강남구 논현로72길16,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
역삼2동,서울특별시 강남구 논현로66길25,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
역삼2동,서울특별시 강남구 선릉로69길19,폐건전지,역삼2동주민센터,02-3423-7356,2022-08-24
도곡1동,서울특별시 강남구 남부순환로51길40,"폐형광등, 폐건전지",도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 논현로57길38,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 강남대로58길49,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 강남대로54길20,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 강남대로54길9,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 강남대로54길(한우리교회),폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 강남대로48길8,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 남부순환로361길6,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 남부순환로365길16,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 남부순환로363길19,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡1동,서울특별시 강남구 남부순환로359길30,폐건전지,도곡1동주민센터,02-3423-7455,2022-08-24
도곡2동,서울특별시 강남구 남부순환로378길 34-9,"폐형광등, 폐건전지",도곡2동주민센터,02-3423-7557,2022-08-24
도곡2동,서울특별시 강남구 논현로26길 49,"폐형광등, 폐건전지",도곡2동주민센터,02-3423-7557,2022-08-24
도곡2동,서울특별시 강남구 남부순환로378길 34-9,폐건전지,도곡2동주민센터,02-3423-7557,2022-08-24
도곡2동,서울특별시 강남구 논현로26길 49,폐건전지,도곡2동주민센터,02-3423-7557,2022-08-24
개포1동,"서울특별시 강남구 개포로 303, 개포1동 주민센터 민원실",폐건전지,개포1동주민센터,02-3423-7653,2022-08-24
개포1동,"서울특별시 강남구 개포로 310, 주공1단지 아파트 1초소",폐건전지,개포1동주민센터,02-3423-7653,2022-08-24
개포1동,"서울특별시 강남구 개포로 310, 주공1단지 아파트 4초소",폐건전지,개포1동주민센터,02-3423-7653,2022-08-24
개포1동,"서울특별시 강남구 언주로 110, 경남아파트 관리소",폐건전지,개포1동주민센터,02-3423-7653,2022-08-24
개포1동,"서울특별시 강남구 개포로 303, 현대1차아파트 관리소",폐건전지,개포1동주민센터,02-3423-7653,2022-08-24
개포2동,서울특별시 강남구 선릉로8길20,폐건전지,개포2동주민센터,02-3423-7765,2022-08-24
개포2동,서울특별시 강남구 선릉로 32,폐건전지,개포2동주민센터,02-3423-7765,2022-08-24
개포2동,서울특별시 강남구 선릉로16길 4-8,폐건전지,개포2동주민센터,02-3423-7765,2022-08-24
개포2동,서울특별시 강남구 선릉로14길 26,폐건전지,개포2동주민센터,02-3423-7765,2022-08-24
개포2동,서울특별시 강남구 개포로 511,폐건전지,개포2동주민센터,02-3423-7765,2022-08-24
개포4동,서울특별시 강남구 개포로20길 48(포이경로당),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 논현로4길 28(그린빌라),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 언주로3(우성6차아파트),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 언주로3(우성6차아파트),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 언주로107(현대2차아파트),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 개포로31길 31(밀미리경로당),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 개포로38길 12(개포4동주민센터),"폐형광등, 폐건전지",개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 개포로38길 12(개포4동주민센터),폐건전지,개포4동주민센터,02-3423-7853,2022-08-24
개포4동,서울특별시 강남구 논현로2길 43,폐건전지,개포4동주민센터,02-3423-7853,2022-08-24
일원1동,서울특별시 강남구 일원동 712-3번지 일원1동 주민센터,"폐형광등, 폐건전지",일원1동주민센터,02-3423-8353,2022-08-24
일원1동,서울특별시 강남구 일원동 711번지 수서아파트,"폐형광등, 폐건전지",일원1동주민센터,02-3423-8353,2022-08-24
일원1동,서울특별시 강남구 일원동 711번지 수서1단지,"폐형광등, 폐건전지",일원1동주민센터,02-3423-8353,2022-08-24
일원2동,서울특별시 강남구 개포로 607(일원2동주민센터),폐건전지,일원2동주민센터,02-3423-8458,2022-08-24
일원2동,서울특별시 강남구 개포로 619(강남우체국),폐건전지,일원2동주민센터,02-3423-8458,2022-08-24
일원2동,서울특별시 강남구 개포로8길 37(중동중학교),폐건전지,일원2동주민센터,02-3423-8458,2022-08-24
일원2동,서울특별시 강남구 개포로 지하522(대모산입구역),폐건전지,일원2동주민센터,02-3423-8458,2022-08-24
일원2동,서울특별시 강남구 일원로 지하2(대청역),폐건전지,일원2동주민센터,02-3423-8458,2022-08-24
일원본동,서울특별시 강남구 광평로5길 18,"폐형광등, 폐건전지",일원본동주민센터,02-3423-8254,2022-08-24
일원본동,서울특별시 강남구 광평로5길 14,폐건전지,일원본동주민센터,02-3423-8254,2022-08-24
일원본동,서울특별시 강남구 광평로7길 16,폐건전지,일원본동주민센터,02-3423-8254,2022-08-24
일원본동,서울특별시 강남구 광평로 126,폐건전지,일원본동주민센터,02-3423-8254,2022-08-24
수서동,"서울특별시 강남구 광평로 301-4, 수서동주민센터앞",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
수서동,"서울특별시 강남구 광평로42길 18, 궁마을경로당",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
수서동,"서울특별시 강남구 광평로39길 3, 동익아파트관리사무소",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
수서동,"서울특별시 강남구 광평로51길 49, 주공1단지관리사무실",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
수서동,"서울특별시 강남구 광평로56길 11, 도시개발6단지사무실",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
수서동,"서울특별시 강남구 광평로 303, 수서우체국",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
수서동,"서울특별시 강남구 밤고개로1길 52, 강남스포츠문화센터",폐건전지,수서동주민센터,02-3423-8557,2022-08-24
세곡동,서울특별시 강남구 밤고개로 286,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8653,2022-08-24
세곡동,서울특별시 강남구 밤고개로23길 12,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8654,2022-08-24
세곡동,서울특별시 강남구 자곡로7길 3,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8655,2022-08-24
세곡동,서울특별시 강남구 헌릉로571길 46-2. 건물 옆 길건너,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8656,2022-08-24
세곡동,서울특별시 강남구 밤고개로31길 9,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8657,2022-08-24
세곡동,서울특별시 강남구 밤고개로34길 4,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8658,2022-08-24
세곡동,서울특별시 강남구 율현동 289번지,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8653,2022-08-24
세곡동,서울특별시 강남구 자곡동 303,"폐형광등, 폐건전지",세곡동주민센터,02-3423-8653,2022-08-24
강남구청,"서울특별시 강남구 학동로 426, 본관 1층 로비",폐건전지,청소행정과,02-3423-5982,2022-08-24
강남구청,"서울특별시 강남구 학동로 426, 2별관 3층 청소행정과",폐건전지,청소행정과,02-3423-5982,2022-08-24
